               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.056836,            0.037845,           0.0060615,             0.84333,             0.61996,             0.68261,             0.41906,            0.063294,            0.066112,           0.0084038,            0.070048,            0.003328,            0.003328
                   1,            0.060291,            0.040635,           0.0063687,             0.82205,              0.6144,             0.66343,             0.39171,            0.066069,            0.065231,           0.0085221,            0.039982,           0.0065954,           0.0065954
                   2,            0.063221,            0.043761,           0.0067986,             0.78876,             0.62048,             0.66036,             0.39557,            0.064919,             0.06444,           0.0088437,           0.0098503,           0.0097967,           0.0097967
                   3,            0.063319,            0.045063,           0.0073619,             0.81707,             0.60756,             0.65516,             0.38455,            0.065506,            0.064196,           0.0087121,            0.009703,            0.009703,            0.009703
                   4,             0.06234,            0.044632,           0.0072506,             0.81238,             0.59961,             0.65007,             0.38347,            0.065926,            0.064576,           0.0087264,            0.009703,            0.009703,            0.009703
                   5,            0.061506,            0.043753,            0.007128,             0.80983,             0.60179,             0.65615,             0.39486,            0.064636,            0.064075,           0.0086127,            0.009604,            0.009604,            0.009604
                   6,            0.061594,            0.043692,           0.0071442,             0.82098,             0.60847,             0.66078,             0.39806,            0.064406,             0.06383,           0.0085113,            0.009505,            0.009505,            0.009505
                   7,            0.061053,            0.043452,           0.0070756,             0.81708,             0.60825,             0.66505,             0.40085,            0.064471,            0.064722,           0.0086277,            0.009406,            0.009406,            0.009406
                   8,            0.060812,            0.043251,             0.00704,             0.83052,             0.60757,             0.66568,              0.3989,            0.064364,            0.064159,           0.0086209,            0.009307,            0.009307,            0.009307
                   9,            0.060573,            0.043017,           0.0070043,             0.80766,             0.62116,             0.66889,             0.40158,            0.064453,              0.0641,           0.0085891,            0.009208,            0.009208,            0.009208
                  10,            0.060427,            0.042757,           0.0070085,             0.83207,             0.61342,             0.66988,             0.40049,            0.064287,            0.064061,           0.0083528,            0.009109,            0.009109,            0.009109
                  11,            0.060029,            0.042709,           0.0069091,               0.814,              0.6182,             0.66977,              0.4048,            0.064147,            0.064952,           0.0085796,             0.00901,             0.00901,             0.00901
                  12,            0.060072,            0.042562,           0.0069381,             0.82103,             0.61992,             0.67122,             0.40291,             0.06417,             0.06468,           0.0084598,            0.008911,            0.008911,            0.008911
                  13,            0.059838,            0.042426,           0.0069179,             0.83656,             0.61013,             0.67119,             0.40636,            0.064004,            0.063794,           0.0084045,            0.008812,            0.008812,            0.008812
                  14,            0.059549,            0.041893,           0.0068495,             0.83072,             0.60822,             0.67042,             0.40532,            0.063933,            0.064921,           0.0083402,            0.008713,            0.008713,            0.008713
                  15,            0.059632,            0.041979,            0.006837,             0.83523,             0.61331,             0.67572,             0.40932,            0.063688,              0.0639,           0.0083872,            0.008614,            0.008614,            0.008614
                  16,            0.059456,            0.042191,           0.0068234,             0.82952,             0.61464,             0.67361,             0.40679,            0.063797,            0.064271,           0.0084304,            0.008515,            0.008515,            0.008515
                  17,            0.059365,            0.041918,           0.0067729,             0.82433,             0.62099,              0.6747,             0.40836,            0.063774,            0.064382,           0.0083191,            0.008416,            0.008416,            0.008416
                  18,            0.059172,            0.041995,           0.0068161,             0.83045,             0.61605,             0.67444,             0.40941,            0.063715,             0.06414,            0.008294,            0.008317,            0.008317,            0.008317
                  19,            0.059324,            0.042072,           0.0068436,             0.83457,             0.61698,             0.67833,             0.41191,            0.063519,             0.06417,           0.0082304,            0.008218,            0.008218,            0.008218
                  20,            0.059022,            0.041826,           0.0067794,             0.82937,             0.62067,             0.67781,             0.41334,             0.06341,            0.064087,           0.0082711,            0.008119,            0.008119,            0.008119
                  21,            0.059106,            0.041873,           0.0067471,             0.83263,             0.62311,             0.67916,             0.41394,            0.063311,               0.064,           0.0081788,             0.00802,             0.00802,             0.00802
                  22,            0.058843,            0.041543,            0.006734,             0.82192,              0.6228,             0.67827,             0.41435,             0.06334,            0.064157,           0.0082639,            0.007921,            0.007921,            0.007921
                  23,            0.058999,            0.041433,           0.0067563,              0.8319,             0.61783,              0.6772,             0.41331,            0.063228,             0.06429,            0.008258,            0.007822,            0.007822,            0.007822
                  24,            0.058618,            0.041193,            0.006677,             0.83499,             0.62301,             0.68033,             0.41499,            0.063304,            0.064332,           0.0082581,            0.007723,            0.007723,            0.007723
                  25,            0.058662,            0.041228,           0.0066808,             0.83533,              0.6228,              0.6789,             0.41576,            0.063268,            0.064303,           0.0082499,            0.007624,            0.007624,            0.007624
                  26,            0.058811,            0.041539,              0.0067,             0.85105,             0.61915,             0.68197,             0.41625,            0.063212,            0.064162,           0.0082111,            0.007525,            0.007525,            0.007525
                  27,            0.058506,            0.040892,            0.006657,             0.83478,             0.62843,             0.68489,             0.41787,            0.063174,             0.06416,           0.0081757,            0.007426,            0.007426,            0.007426
                  28,            0.058603,            0.041369,           0.0066413,             0.83797,             0.62242,              0.6793,             0.41619,             0.06314,            0.064375,           0.0082397,            0.007327,            0.007327,            0.007327
                  29,            0.058354,            0.040796,           0.0066207,             0.83883,             0.62165,             0.67961,             0.41714,            0.063112,            0.064519,           0.0082381,            0.007228,            0.007228,            0.007228
                  30,            0.058254,            0.040858,           0.0066467,             0.83455,             0.62228,              0.6796,             0.41674,            0.063121,            0.064528,           0.0082368,            0.007129,            0.007129,            0.007129
                  31,            0.058234,             0.04101,           0.0066006,             0.83117,             0.62259,             0.68178,             0.41755,            0.063079,            0.064428,           0.0082335,             0.00703,             0.00703,             0.00703
                  32,            0.058222,             0.04079,           0.0066379,             0.84327,             0.61963,             0.68061,             0.41793,            0.063044,            0.064463,           0.0082991,            0.006931,            0.006931,            0.006931
                  33,            0.058242,            0.040631,           0.0066118,             0.83416,             0.62205,             0.68099,             0.41819,            0.063041,            0.064589,           0.0082516,            0.006832,            0.006832,            0.006832
                  34,            0.058078,            0.040495,           0.0065969,             0.84398,             0.62289,             0.68211,              0.4198,            0.063015,            0.064577,           0.0082337,            0.006733,            0.006733,            0.006733
                  35,            0.058151,            0.040638,           0.0066229,             0.84442,             0.61965,             0.68246,              0.4194,            0.062986,            0.064718,           0.0082123,            0.006634,            0.006634,            0.006634
                  36,            0.057886,            0.040373,           0.0065706,             0.83645,             0.62375,             0.68359,             0.41998,            0.062951,            0.064802,           0.0081832,            0.006535,            0.006535,            0.006535
                  37,            0.057831,            0.040405,           0.0065359,             0.83351,             0.62431,             0.68314,             0.42004,            0.062944,            0.064984,           0.0081884,            0.006436,            0.006436,            0.006436
                  38,             0.05779,            0.040291,           0.0065468,             0.83792,             0.61978,             0.68317,             0.42003,            0.062915,            0.064957,           0.0081857,            0.006337,            0.006337,            0.006337
                  39,            0.057649,            0.040358,           0.0065389,             0.84264,             0.62153,             0.68331,             0.41961,            0.062909,            0.064977,           0.0081772,            0.006238,            0.006238,            0.006238
                  40,            0.057634,            0.040095,           0.0065072,             0.84261,             0.62232,             0.68416,              0.4201,            0.062925,            0.064928,           0.0081842,            0.006139,            0.006139,            0.006139
                  41,            0.057628,             0.03991,           0.0065271,             0.84868,             0.61893,             0.68362,             0.41973,            0.062924,            0.064933,           0.0081812,             0.00604,             0.00604,             0.00604
                  42,            0.057424,            0.039949,           0.0064942,             0.85031,              0.6195,              0.6846,             0.42045,            0.062909,            0.064995,           0.0081634,            0.005941,            0.005941,            0.005941
                  43,            0.057368,            0.039879,            0.006479,             0.84038,             0.62366,             0.68577,             0.42141,             0.06287,            0.065001,           0.0081602,            0.005842,            0.005842,            0.005842
                  44,            0.057278,             0.03995,           0.0064816,             0.84769,             0.62093,             0.68541,             0.42163,            0.062862,            0.065034,           0.0081578,            0.005743,            0.005743,            0.005743
                  45,             0.05738,            0.040251,           0.0064452,             0.84884,             0.61952,             0.68533,             0.42179,             0.06285,            0.065052,           0.0081588,            0.005644,            0.005644,            0.005644
                  46,            0.057195,            0.039801,           0.0064734,             0.84969,             0.61879,             0.68481,             0.42164,            0.062834,            0.065058,           0.0081548,            0.005545,            0.005545,            0.005545
                  47,            0.057159,            0.039735,           0.0064262,             0.84429,             0.62043,             0.68448,             0.42206,            0.062822,            0.065098,           0.0081473,            0.005446,            0.005446,            0.005446
                  48,            0.057163,            0.039658,           0.0064427,             0.84185,             0.62235,              0.6845,             0.42208,            0.062803,            0.065158,           0.0081486,            0.005347,            0.005347,            0.005347
                  49,            0.056984,            0.039821,           0.0064362,             0.84276,             0.62193,             0.68485,             0.42202,            0.062798,            0.065214,           0.0081531,            0.005248,            0.005248,            0.005248
                  50,            0.057083,            0.039408,           0.0064186,             0.84244,             0.62046,             0.68388,             0.42179,            0.062796,            0.065258,           0.0081559,            0.005149,            0.005149,            0.005149
                  51,            0.056838,            0.039249,           0.0064044,             0.84224,             0.62168,              0.6839,             0.42188,            0.062792,            0.065268,           0.0081569,             0.00505,             0.00505,             0.00505
                  52,             0.05666,            0.039062,           0.0063583,             0.84029,             0.62303,              0.6842,             0.42195,            0.062787,            0.065297,           0.0081567,            0.004951,            0.004951,            0.004951
                  53,            0.056746,            0.039086,           0.0063785,             0.84015,             0.62369,              0.6846,             0.42204,            0.062779,            0.065312,           0.0081582,            0.004852,            0.004852,            0.004852
                  54,            0.056801,            0.039128,           0.0063693,             0.83807,             0.62584,             0.68512,             0.42222,            0.062774,             0.06534,           0.0081585,            0.004753,            0.004753,            0.004753
                  55,            0.056739,            0.039168,           0.0063541,             0.83542,             0.62554,             0.68539,             0.42228,            0.062768,            0.065363,           0.0081588,            0.004654,            0.004654,            0.004654
                  56,            0.056519,            0.038986,           0.0063342,             0.83852,             0.62402,             0.68523,              0.4227,            0.062762,             0.06538,            0.008162,            0.004555,            0.004555,            0.004555
                  57,            0.056409,            0.038943,           0.0063445,             0.84334,             0.62114,             0.68538,             0.42298,            0.062756,            0.065401,           0.0081574,            0.004456,            0.004456,            0.004456
                  58,            0.056522,            0.038675,           0.0063559,             0.84516,             0.61985,             0.68483,             0.42301,            0.062753,            0.065417,           0.0081591,            0.004357,            0.004357,            0.004357
                  59,            0.056242,            0.038769,           0.0062875,             0.84322,             0.62005,             0.68468,             0.42304,             0.06276,            0.065443,           0.0081609,            0.004258,            0.004258,            0.004258
                  60,            0.056057,            0.038297,           0.0062681,             0.84166,             0.62126,             0.68492,             0.42311,             0.06276,            0.065466,           0.0081604,            0.004159,            0.004159,            0.004159
                  61,             0.05606,            0.038562,           0.0063038,              0.8412,             0.62187,             0.68528,              0.4232,            0.062753,            0.065474,           0.0081614,             0.00406,             0.00406,             0.00406
                  62,            0.055938,             0.03841,           0.0062568,             0.84857,             0.61875,             0.68506,             0.42333,            0.062752,            0.065494,           0.0081628,            0.003961,            0.003961,            0.003961
                  63,            0.056189,            0.038573,           0.0063265,              0.8491,             0.61865,             0.68518,             0.42337,             0.06275,            0.065521,           0.0081664,            0.003862,            0.003862,            0.003862
                  64,             0.05608,            0.038396,           0.0062838,             0.84708,             0.61879,             0.68435,              0.4233,             0.06275,            0.065539,           0.0081674,            0.003763,            0.003763,            0.003763
                  65,            0.055728,            0.037822,           0.0061982,             0.84681,              0.6189,             0.68438,             0.42342,            0.062749,            0.065548,           0.0081706,            0.003664,            0.003664,            0.003664
                  66,            0.055767,             0.03799,           0.0062188,              0.8467,             0.61845,             0.68412,             0.42313,            0.062743,             0.06556,           0.0081715,            0.003565,            0.003565,            0.003565
                  67,            0.055693,            0.037884,           0.0062038,             0.84652,             0.61865,             0.68422,              0.4233,            0.062744,            0.065577,           0.0081737,            0.003466,            0.003466,            0.003466
                  68,            0.055688,            0.037869,           0.0062381,             0.84674,              0.6179,             0.68444,             0.42322,            0.062742,            0.065591,           0.0081758,            0.003367,            0.003367,            0.003367
                  69,             0.05562,            0.037846,           0.0062236,             0.85031,             0.61719,             0.68418,             0.42324,            0.062742,            0.065627,            0.008178,            0.003268,            0.003268,            0.003268
                  70,             0.05545,            0.037547,           0.0062172,             0.84888,              0.6175,             0.68353,              0.4233,            0.062744,            0.065642,           0.0081794,            0.003169,            0.003169,            0.003169
                  71,            0.055428,            0.037263,           0.0062202,             0.84736,             0.61869,             0.68371,             0.42315,            0.062746,            0.065659,           0.0081796,             0.00307,             0.00307,             0.00307
                  72,            0.055264,            0.037277,           0.0061277,             0.84688,             0.61909,             0.68388,             0.42313,             0.06275,            0.065686,           0.0081798,            0.002971,            0.002971,            0.002971
                  73,            0.055189,            0.037309,           0.0061521,             0.84682,             0.61967,             0.68397,             0.42335,            0.062752,            0.065711,           0.0081802,            0.002872,            0.002872,            0.002872
                  74,            0.055231,            0.037511,           0.0061699,             0.84476,             0.62069,             0.68387,              0.4235,            0.062747,            0.065738,           0.0081823,            0.002773,            0.002773,            0.002773
                  75,            0.055306,            0.037277,           0.0061692,             0.84439,             0.62095,             0.68377,             0.42336,            0.062751,            0.065761,           0.0081842,            0.002674,            0.002674,            0.002674
                  76,             0.05498,            0.036936,           0.0061017,             0.84787,             0.61888,             0.68374,             0.42321,            0.062754,            0.065785,           0.0081862,            0.002575,            0.002575,            0.002575
                  77,            0.054939,            0.037112,            0.006131,             0.84702,              0.6192,             0.68424,             0.42338,            0.062757,            0.065807,           0.0081881,            0.002476,            0.002476,            0.002476
                  78,            0.054641,            0.036691,           0.0060493,             0.84548,             0.61998,             0.68412,             0.42351,             0.06276,            0.065839,           0.0081903,            0.002377,            0.002377,            0.002377
                  79,            0.054842,            0.036695,           0.0061128,             0.84461,             0.62086,              0.6839,             0.42382,            0.062761,            0.065857,           0.0081942,            0.002278,            0.002278,            0.002278
                  80,            0.054775,            0.036661,           0.0061012,             0.84433,             0.62115,             0.68401,             0.42383,            0.062765,            0.065893,           0.0081983,            0.002179,            0.002179,            0.002179
                  81,             0.05465,            0.036582,           0.0060633,             0.84448,              0.6212,             0.68425,             0.42381,             0.06277,            0.065924,           0.0082006,             0.00208,             0.00208,             0.00208
                  82,            0.054684,            0.036321,           0.0060792,             0.84438,             0.62085,             0.68371,             0.42384,            0.062775,            0.065954,           0.0082043,            0.001981,            0.001981,            0.001981
                  83,            0.054481,            0.036286,           0.0060237,             0.84539,             0.62122,               0.684,             0.42401,            0.062776,            0.065981,           0.0082085,            0.001882,            0.001882,            0.001882
                  84,             0.05445,             0.03612,           0.0060505,             0.84422,             0.62048,             0.68422,             0.42405,            0.062779,            0.066011,           0.0082128,            0.001783,            0.001783,            0.001783
                  85,            0.054072,            0.036022,           0.0059836,             0.84728,             0.61922,             0.68367,             0.42395,            0.062789,             0.06604,           0.0082187,            0.001684,            0.001684,            0.001684
                  86,            0.054141,            0.035989,           0.0060257,               0.846,             0.61962,             0.68363,             0.42401,            0.062791,             0.06607,           0.0082237,            0.001585,            0.001585,            0.001585
                  87,            0.054147,            0.035844,           0.0059445,             0.84609,             0.61942,              0.6831,              0.4238,            0.062798,             0.06609,           0.0082298,            0.001486,            0.001486,            0.001486
                  88,            0.053962,            0.035445,           0.0059561,             0.84606,             0.61929,             0.68286,              0.4239,            0.062804,             0.06613,           0.0082349,            0.001387,            0.001387,            0.001387
                  89,            0.053736,            0.035377,           0.0059181,             0.84625,              0.6191,             0.68306,             0.42376,            0.062807,            0.066151,           0.0082393,            0.001288,            0.001288,            0.001288
                  90,             0.05362,            0.035429,           0.0058858,             0.84541,               0.619,             0.68302,             0.42375,            0.062814,            0.066188,           0.0082441,            0.001189,            0.001189,            0.001189
                  91,            0.053777,            0.035406,           0.0059388,             0.84706,              0.6185,             0.68282,             0.42384,            0.062822,            0.066229,           0.0082475,             0.00109,             0.00109,             0.00109
                  92,            0.053646,            0.035229,           0.0059405,              0.8494,             0.61814,             0.68309,              0.4239,             0.06283,            0.066259,           0.0082532,            0.000991,            0.000991,            0.000991
                  93,            0.053623,            0.035045,           0.0059023,             0.84887,              0.6168,             0.68291,              0.4238,            0.062841,            0.066303,           0.0082583,            0.000892,            0.000892,            0.000892
                  94,            0.053512,            0.034801,           0.0059202,              0.8511,             0.61609,             0.68249,             0.42374,            0.062848,            0.066336,           0.0082634,            0.000793,            0.000793,            0.000793
                  95,            0.053492,            0.034977,           0.0058798,             0.85077,             0.61515,             0.68194,             0.42374,            0.062861,            0.066371,           0.0082694,            0.000694,            0.000694,            0.000694
                  96,            0.053461,            0.034604,           0.0059124,             0.85087,             0.61498,             0.68207,             0.42391,            0.062865,            0.066408,           0.0082752,            0.000595,            0.000595,            0.000595
                  97,              0.0533,            0.034537,           0.0058915,             0.85075,              0.6156,             0.68213,             0.42401,             0.06287,            0.066432,           0.0082811,            0.000496,            0.000496,            0.000496
                  98,            0.053357,            0.034416,           0.0058689,                0.85,             0.61567,             0.68225,             0.42419,            0.062871,            0.066469,           0.0082864,            0.000397,            0.000397,            0.000397
                  99,            0.053095,            0.034543,           0.0058934,             0.84803,             0.61702,              0.6823,             0.42426,            0.062877,            0.066506,           0.0082931,            0.000298,            0.000298,            0.000298
